sport,game_id,game_start,away_team,home_team,market,player_name,player_team,player_position,timestamp,bovada_line,bovada_over_price,bovada_under_price,draftkings_line,draftkings_over_price,draftkings_under_price,fanduel_line,fanduel_over_price,fanduel_under_price,betmgm_line,betmgm_over_price,betmgm_under_price,betonlineag_line,betonlineag_over_price,betonlineag_under_price,betrivers_line,betrivers_over_price,betrivers_under_price,vig_from_best_odds,fair_odds_over,fair_odds_under,best_odds_over,best_odds_under,best_odds_over_sportsbook,best_odds_under_sportsbook,best_odds_over_line,best_odds_under_line,fair_line,fair_line_method
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_assists,Ausar Thompson,,,2025-03-03 23:03:33.445164,,,,,,,4.5,-114.0,-114.0,,,,,,,,,,6.54,100.0,100.0,-114.0,-114.0,fanduel,fanduel,4.5,4.5,4.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_assists_alternate,Ausar Thompson,,,2025-03-03 23:03:33.445206,,,,,,,5.5,370.0,,,,,,,,,,,,,,370.0,,fanduel,,5.5,,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points,Ausar Thompson,,,2025-03-03 23:03:33.445232,,,,,,,10.5,116.0,-154.0,,,,,,,,,,6.93,130.96,-130.96,116.0,-154.0,fanduel,fanduel,10.5,10.5,10.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points_alternate,Ausar Thompson,,,2025-03-03 23:03:33.445268,,,,,,,14.5,630.0,,,,,,,,,,,,,,630.0,,fanduel,,14.5,,14.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_rebounds,Ausar Thompson,,,2025-03-03 23:03:33.445293,,,,,,,4.5,-233.0,168.0,,,,,,,,,,7.28,-187.52,187.52,-233.0,168.0,fanduel,fanduel,4.5,4.5,4.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_rebounds_alternate,Ausar Thompson,,,2025-03-03 23:03:33.445309,,,,,,,5.5,1000.0,,,,,,,,,,,,,,1000.0,,fanduel,,5.5,,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Brice Sensabaugh,,,2025-03-03 23:03:33.445122,,,,0.5,145.0,-189.0,,,,,,,,,,,,,6.21,160.22,-160.22,145.0,-189.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Cade Cunningham,,,2025-03-03 23:03:33.445089,,,,1.5,190.0,-256.0,,,,,,,,,,,,,6.39,208.54,-208.54,190.0,-256.0,draftkings,draftkings,1.5,1.5,1.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Cody Williams,,,2025-03-03 23:03:33.445137,,,,0.5,450.0,-714.0,,,,,,,,,,,,,5.9,482.43,-482.43,450.0,-714.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Collin Sexton,,,2025-03-03 23:03:33.445144,,,,0.5,700.0,-1250.0,,,,,,,,,,,,,5.09,740.74,-740.74,700.0,-1250.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_assists,Dennis Schroder,,,2025-03-03 23:03:33.445172,,,,,,,5.5,118.0,-159.0,,,,,,,,,,7.26,133.83,-133.83,118.0,-159.0,fanduel,fanduel,5.5,5.5,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_assists_alternate,Dennis Schroder,,,2025-03-03 23:03:33.445199,,,,,,,5.5,750.0,,,,,,,,,,,,,,750.0,,fanduel,,5.5,,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points,Dennis Schroder,,,2025-03-03 23:03:33.445247,,,,,,,9.5,-139.0,104.0,,,,,,,,,,7.18,-118.64,118.64,-139.0,104.0,fanduel,fanduel,9.5,9.5,9.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points_alternate,Dennis Schroder,,,2025-03-03 23:03:33.445274,,,,,,,14.5,630.0,,,,,,,,,,,,,,630.0,,fanduel,,14.5,,14.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_rebounds_alternate,Dennis Schroder,,,2025-03-03 23:03:33.444999,,,,5.5,255.0,,,,,,,,,,,,,,,,,255.0,,draftkings,,5.5,,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Dennis Schroder,,,2025-03-03 23:03:33.445098,,,,1.5,195.0,-263.0,1.5,154.0,-208.0,,,,,,,,,,1.43,199.22,-199.22,195.0,-208.0,draftkings,fanduel,1.5,1.5,1.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes_alternate,Dennis Schroder,,,2025-03-03 23:03:33.445346,,,,,,,2.5,750.0,,,,,,,,,,,,,,750.0,,fanduel,,2.5,,2.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Isaiah Collier,,,2025-03-03 23:03:33.445129,,,,0.5,400.0,-625.0,,,,,,,,,,,,,6.21,431.03,-431.03,400.0,-625.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Johnny Juzang,,,2025-03-03 23:03:33.445060,,,,2.5,350.0,-526.0,,,,,,,,,,,,,6.25,378.12,-378.12,350.0,-526.0,draftkings,draftkings,2.5,2.5,2.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Kenyon Martin Jr.,,,2025-03-03 23:03:33.445151,,,,0.5,950.0,-2000.0,,,,,,,,,,,,,4.76,1000.0,-1000.0,950.0,-2000.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_assists,Keyonte George,,,2025-03-03 23:03:33.445179,,,,,,,3.5,126.0,-172.0,,,,,,,,,,7.48,142.91,-142.91,126.0,-172.0,fanduel,fanduel,3.5,3.5,3.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_assists_alternate,Keyonte George,,,2025-03-03 23:03:33.445211,,,,,,,5.5,126.0,,,,,,,,,,,,,,126.0,,fanduel,,5.5,,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points,Keyonte George,,,2025-03-03 23:03:33.445241,,,,,,,13.5,-102.0,-130.0,,,,,,,,,,7.02,111.94,-111.94,-102.0,-130.0,fanduel,fanduel,13.5,13.5,13.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points_alternate,Keyonte George,,,2025-03-03 23:03:33.445263,,,,,,,14.5,750.0,,,,,,,,,,,,,,750.0,,fanduel,,14.5,,14.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_rebounds,Keyonte George,,,2025-03-03 23:03:33.445286,,,,,,,3.5,-152.0,114.0,,,,,,,,,,7.05,-129.08,129.08,-152.0,114.0,fanduel,fanduel,3.5,3.5,3.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_rebounds_alternate,Keyonte George,,,2025-03-03 23:03:33.445315,,,,,,,5.5,850.0,,,,,,,,,,,,,,850.0,,fanduel,,5.5,,5.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Keyonte George,,,2025-03-03 23:03:33.445050,,,,3.5,-167.0,130.0,3.5,-154.0,116.0,,,,,,,,,,4.11,-139.45,139.45,-154.0,130.0,fanduel,draftkings,3.5,3.5,3.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes_alternate,Keyonte George,,,2025-03-03 23:03:33.445337,,,,,,,4.5,2800.0,,,,,,,,,,,,,,2800.0,,fanduel,,4.5,,4.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Kyle Filipowski,,,2025-03-03 23:03:33.445113,,,,1.5,325.0,-476.0,,,,,,,,,,,,,6.17,351.22,-351.22,325.0,-476.0,draftkings,draftkings,1.5,1.5,1.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Malik Beasley,,,2025-03-03 23:03:33.445037,,,,3.5,-182.0,140.0,,,,,,,,,,,,,6.21,-154.89,154.89,-182.0,140.0,draftkings,draftkings,3.5,3.5,3.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points,Ron Holland,,,2025-03-03 23:03:33.445225,,,,,,,9.5,110.0,-147.0,,,,,,,,,,7.13,124.98,-124.98,110.0,-147.0,fanduel,fanduel,9.5,9.5,9.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_points_alternate,Ron Holland,,,2025-03-03 23:03:33.445258,,,,,,,9.5,880.0,,,,,,,,,,,,,,880.0,,fanduel,,9.5,,9.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Simone Fontecchio,,,2025-03-03 23:03:33.445078,,,,2.5,500.0,-833.0,,,,,,,,,,,,,5.95,535.69,-535.69,500.0,-833.0,draftkings,draftkings,2.5,2.5,2.5,median
basketball_nba,a2656e442abab0ceb73d1043afaddc31,2025-03-04T02:10:00Z,Detroit Pistons,Utah Jazz,player_threes,Tim Hardaway Jr,,,2025-03-03 23:03:33.445106,,,,1.5,260.0,-370.0,,,,,,,,,,,,,6.5,283.4,-283.4,260.0,-370.0,draftkings,draftkings,1.5,1.5,1.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_assists,Cole Anthony,,,2025-03-03 23:03:33.751363,,,,3.5,130.0,-167.0,,,,,,,,,,,,,6.03,143.86,-143.86,130.0,-167.0,draftkings,draftkings,3.5,3.5,3.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_assists_alternate,Cole Anthony,,,2025-03-03 23:03:33.751430,,,,3.5,270.0,,,,,,,,,,,,,,,,,270.0,,draftkings,,3.5,,3.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points,Cole Anthony,,,2025-03-03 23:03:33.751525,,,,12.5,-105.0,-125.0,,,,,,,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,draftkings,draftkings,12.5,12.5,12.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_alternate,Cole Anthony,,,2025-03-03 23:03:33.751598,,,,12.5,155.0,,,,,,,,,,,,,,,,,155.0,,draftkings,,12.5,,12.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_assists,Cole Anthony,,,2025-03-03 23:03:33.751662,,,,15.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,15.5,15.5,15.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_assists_alternate,Cole Anthony,,,2025-03-03 23:03:33.751735,,,,14.5,-115.0,,,,,,,,,,,,,,,,,-115.0,,draftkings,,14.5,,14.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds,Cole Anthony,,,2025-03-03 23:03:33.751794,,,,15.5,-125.0,-105.0,,,,,,,,,,,,,6.78,-108.47,108.47,-125.0,-105.0,draftkings,draftkings,15.5,15.5,15.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_alternate,Cole Anthony,,,2025-03-03 23:03:33.751868,,,,29.5,205.0,,,,,,,,,,,,,,,,,205.0,,draftkings,,29.5,,29.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_assists,Cole Anthony,,,2025-03-03 23:03:33.751910,,,,18.5,-125.0,-105.0,,,,,,,,,,,,,6.78,-108.47,108.47,-125.0,-105.0,draftkings,draftkings,18.5,18.5,18.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_assists_alternate,Cole Anthony,,,2025-03-03 23:03:33.751986,,,,24.5,-345.0,,,,,,,,,,,,,,,,,-345.0,,draftkings,,24.5,,24.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds,Cole Anthony,,,2025-03-03 23:03:33.752028,,,,3.5,-105.0,-125.0,,,,,,,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,draftkings,draftkings,3.5,3.5,3.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds_alternate,Cole Anthony,,,2025-03-03 23:03:33.752113,,,,4.5,-110.0,,,,,,,,,,,,,,,,,-110.0,,draftkings,,4.5,,4.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds_assists,Cole Anthony,,,2025-03-03 23:03:33.752158,,,,6.5,-120.0,-110.0,,,,,,,,,,,,,6.93,-104.13,104.13,-120.0,-110.0,draftkings,draftkings,6.5,6.5,6.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_threes,Cole Anthony,,,2025-03-03 23:03:33.752178,,,,1.5,160.0,-208.0,,,,,,,,,,,,,5.99,175.58,-175.58,160.0,-208.0,draftkings,draftkings,1.5,1.5,1.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_threes_alternate,Cole Anthony,,,2025-03-03 23:03:33.752217,,,,0.5,475.0,,,,,,,,,,,,,,,,,475.0,,draftkings,,0.5,,0.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_assists,Franz Wagner,,,2025-03-03 23:03:33.751358,,,,3.5,-110.0,-120.0,,,,,,,,,,,,,6.93,104.13,-104.13,-110.0,-120.0,draftkings,draftkings,3.5,3.5,3.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_assists_alternate,Franz Wagner,,,2025-03-03 23:03:33.751420,,,,2.5,1600.0,,,,,,,,,,,,,,,,,1600.0,,draftkings,,2.5,,2.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points,Franz Wagner,,,2025-03-03 23:03:33.751471,,,,26.5,-105.0,-125.0,,,,,,,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,draftkings,draftkings,26.5,26.5,26.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_alternate,Franz Wagner,,,2025-03-03 23:03:33.751549,,,,34.5,170.0,,,,,,,,,,,,,,,,,170.0,,draftkings,,34.5,,34.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_assists,Franz Wagner,,,2025-03-03 23:03:33.751651,,,,29.5,-120.0,-110.0,,,,,,,,,,,,,6.93,-104.13,104.13,-120.0,-110.0,draftkings,draftkings,29.5,29.5,29.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_assists_alternate,Franz Wagner,,,2025-03-03 23:03:33.751679,,,,34.5,1400.0,,,,,,,,,,,,,,,,,1400.0,,draftkings,,34.5,,34.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds,Franz Wagner,,,2025-03-03 23:03:33.751769,,,,31.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,31.5,31.5,31.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_alternate,Franz Wagner,,,2025-03-03 23:03:33.751808,,,,24.5,-175.0,,,,,,,,,,,,,,,,,-175.0,,draftkings,,24.5,,24.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_assists,Franz Wagner,,,2025-03-03 23:03:33.751890,,,,35.5,-110.0,-120.0,,,,,,,,,,,,,6.93,104.13,-104.13,-110.0,-120.0,draftkings,draftkings,35.5,35.5,35.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_assists_alternate,Franz Wagner,,,2025-03-03 23:03:33.751931,,,,34.5,180.0,,,,,,,,,,,,,,,,,180.0,,draftkings,,34.5,,34.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds,Franz Wagner,,,2025-03-03 23:03:33.752021,,,,5.5,-105.0,-125.0,,,,,,,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,draftkings,draftkings,5.5,5.5,5.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds_alternate,Franz Wagner,,,2025-03-03 23:03:33.752096,,,,4.5,175.0,,,,,,,,,,,,,,,,,175.0,,draftkings,,4.5,,4.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds_assists,Franz Wagner,,,2025-03-03 23:03:33.752151,,,,9.5,110.0,-141.0,,,,,,,,,,,,,6.13,122.86,-122.86,110.0,-141.0,draftkings,draftkings,9.5,9.5,9.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_threes,Franz Wagner,,,2025-03-03 23:03:33.752171,,,,1.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,1.5,1.5,1.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_threes_alternate,Franz Wagner,,,2025-03-03 23:03:33.752204,,,,2.5,-526.0,,,,,,,,,,,,,,,,,-526.0,,draftkings,,2.5,,2.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_assists,Immanuel Quickley,,,2025-03-03 23:03:33.751050,,,,4.5,-120.0,-110.0,4.5,-114.0,-114.0,,,,,,,,,,5.65,-101.7,101.7,-114.0,-110.0,fanduel,draftkings,4.5,4.5,4.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_assists_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751060,,,,8.5,320.0,,7.5,-250.0,,,,,,,,,,,,,,-250.0,,fanduel,,7.5,,8.0,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points,Immanuel Quickley,,,2025-03-03 23:03:33.751106,,,,16.5,-125.0,-105.0,17.5,-104.0,-128.0,,,,,,,,,,,,,-125.0,-128.0,draftkings,fanduel,16.5,17.5,17.0,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751122,,,,24.5,100.0,,19.5,1100.0,,,,,,,,,,,,,,1100.0,,fanduel,,19.5,,22.0,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_assists,Immanuel Quickley,,,2025-03-03 23:03:33.751153,,,,21.5,-110.0,-120.0,21.5,-128.0,-104.0,,,,,,,,,,3.36,-102.75,102.75,-110.0,-104.0,draftkings,fanduel,21.5,21.5,21.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_assists_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751726,,,,21.5,155.0,,,,,,,,,,,,,,,,,155.0,,draftkings,,21.5,,21.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds,Immanuel Quickley,,,2025-03-03 23:03:33.751187,,,,20.5,-115.0,-115.0,20.5,-118.0,-112.0,,,,,,,,,,6.32,-101.25,101.25,-115.0,-112.0,draftkings,fanduel,20.5,20.5,20.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751844,,,,19.5,200.0,,,,,,,,,,,,,,,,,200.0,,draftkings,,19.5,,19.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_assists,Immanuel Quickley,,,2025-03-03 23:03:33.751195,,,,25.5,-105.0,-125.0,25.5,-110.0,-120.0,,,,,,,,,,5.76,106.49,-106.49,-105.0,-120.0,draftkings,fanduel,25.5,25.5,25.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds_assists_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751962,,,,14.5,-110.0,,,,,,,,,,,,,,,,,-110.0,,draftkings,,14.5,,14.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds,Immanuel Quickley,,,2025-03-03 23:03:33.751213,,,,3.5,-110.0,-120.0,3.5,110.0,-147.0,,,,,,,,,,2.16,114.55,-114.55,110.0,-120.0,fanduel,draftkings,3.5,3.5,3.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751242,,,,2.5,195.0,,5.5,112.0,,,,,,,,,,,,,,195.0,,draftkings,,2.5,,4.0,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds_assists,Immanuel Quickley,,,2025-03-03 23:03:33.751273,,,,8.5,110.0,-141.0,7.5,-147.0,110.0,,,,,,,,,,,,,-147.0,-141.0,fanduel,draftkings,7.5,8.5,8.0,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_threes,Immanuel Quickley,,,2025-03-03 23:03:33.751290,,,,2.5,105.0,-135.0,2.5,108.0,-145.0,,,,,,,,,,5.52,119.49,-119.49,108.0,-135.0,fanduel,draftkings,2.5,2.5,2.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_threes_alternate,Immanuel Quickley,,,2025-03-03 23:03:33.751308,,,,3.5,-278.0,,4.5,280.0,,,,,,,,,,,,,,-278.0,,draftkings,,3.5,,4.0,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points,Ja'Kobe Walter,,,2025-03-03 23:03:33.751096,,,,,,,9.5,-114.0,-114.0,,,,,,,,,,6.54,100.0,100.0,-114.0,-114.0,fanduel,fanduel,9.5,9.5,9.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_alternate,Ja'Kobe Walter,,,2025-03-03 23:03:33.751126,,,,,,,19.5,-114.0,,,,,,,,,,,,,,-114.0,,fanduel,,19.5,,19.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_points_rebounds,Ja'Kobe Walter,,,2025-03-03 23:03:33.751171,,,,,,,12.5,-118.0,-112.0,,,,,,,,,,6.96,-102.46,102.46,-118.0,-112.0,fanduel,fanduel,12.5,12.5,12.5,median
basketball_nba,bfc84e5d5f3f10d0daa5bd7a93546a4d,2025-03-05T00:10:00Z,Toronto Raptors,Orlando Magic,player_rebounds,Ja'Kobe Walter,,,2025-03-03 23:03:33.751223,,,,,,,2.5,-175.0,130.0,,,,,,,,,,7.11,-146.36,146.36,-175.0,130.0,fanduel,fanduel,2.5,2.5,2.5,median
