sport,game_id,game_start,away_team,home_team,market,player_name,player_team,player_position,timestamp,bovada_line,bovada_over_price,bovada_under_price,draftkings_line,draftkings_over_price,draftkings_under_price,fanduel_line,fanduel_over_price,fanduel_under_price,betmgm_line,betmgm_over_price,betmgm_under_price,betonlineag_line,betonlineag_over_price,betonlineag_under_price,betrivers_line,betrivers_over_price,betrivers_under_price,vig_from_best_odds,fair_odds_over,fair_odds_under,best_odds_over,best_odds_under,best_odds_over_sportsbook,best_odds_under_sportsbook,best_odds_over_line,best_odds_under_line,fair_line,fair_line_method
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_alternate,Nikola Jokic,,,2025-03-09 13:41:53.083020,,,,39.5,-135.0,,,,,,,,,,,,,,,,,-135.0,,draftkings,,39.5,,39.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_assists,Nikola Jokic,,,2025-03-09 13:41:53.083083,,,,52.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,52.5,52.5,52.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_assists_alternate,Nikola Jokic,,,2025-03-09 13:41:53.083134,,,,52.5,115.0,,,,,,,,,,,,,,,,,115.0,,draftkings,,52.5,,52.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds,Nikola Jokic,,,2025-03-09 13:41:53.082500,,,,13.5,-120.0,-110.0,14.5,108.0,-145.0,,,,,,,,,,,,,-120.0,-145.0,draftkings,fanduel,13.5,14.5,14.0,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds_alternate,Nikola Jokic,,,2025-03-09 13:41:53.082528,,,,17.5,-130.0,,9.5,-500.0,,,,,,,,,,,,,,-500.0,,fanduel,,9.5,,13.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds_assists,Nikola Jokic,,,2025-03-09 13:41:53.083253,,,,21.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,21.5,21.5,21.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_steals_alternate,Nikola Jokic,,,2025-03-09 13:41:53.083314,,,,2.5,210.0,,,,,,,,,,,,,,,,,210.0,,draftkings,,2.5,,2.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes,Nikola Jokic,,,2025-03-09 13:41:53.082633,,,,2.5,176.0,-233.0,1.5,-204.0,152.0,,,,,,,,,,,,,-204.0,-233.0,fanduel,draftkings,1.5,2.5,2.0,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes_alternate,Nikola Jokic,,,2025-03-09 13:41:53.082674,,,,3.5,170.0,,2.5,750.0,,,,,,,,,,,,,,750.0,,fanduel,,2.5,,3.0,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_blocks_alternate,Peyton Watson,,,2025-03-09 13:41:53.082760,,,,1.5,275.0,,,,,,,,,,,,,,,,,275.0,,draftkings,,1.5,,1.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds,Peyton Watson,,,2025-03-09 13:41:53.083215,,,,2.5,130.0,-167.0,,,,,,,,,,,,,6.03,143.86,-143.86,130.0,-167.0,draftkings,draftkings,2.5,2.5,2.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes,Peyton Watson,,,2025-03-09 13:41:53.083393,,,,0.5,135.0,-175.0,,,,,,,,,,,,,6.19,149.55,-149.55,135.0,-175.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_assists,Russell Westbrook,,,2025-03-09 13:41:53.082240,,,,5.5,-125.0,-105.0,5.5,-114.0,-114.0,,,,,,,,,,4.49,-104.01,104.01,-114.0,-105.0,fanduel,draftkings,5.5,5.5,5.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_assists_alternate,Russell Westbrook,,,2025-03-09 13:41:53.082274,,,,7.5,-135.0,,7.5,-1000.0,,,,,,,,,,,,,,-135.0,,draftkings,,7.5,,7.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points,Russell Westbrook,,,2025-03-09 13:41:53.082353,,,,9.5,-110.0,-120.0,9.5,-114.0,-114.0,,,,,,,,,,5.65,101.7,-101.7,-110.0,-114.0,draftkings,fanduel,9.5,9.5,9.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_alternate,Russell Westbrook,,,2025-03-09 13:41:53.082407,,,,17.5,425.0,,19.5,390.0,,,,,,,,,,,,,,425.0,,draftkings,,17.5,,18.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_assists,Russell Westbrook,,,2025-03-09 13:41:53.082895,,,,14.5,-130.0,100.0,,,,,,,,,,,,,6.52,-113.04,113.04,-130.0,100.0,draftkings,draftkings,14.5,14.5,14.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_assists_alternate,Russell Westbrook,,,2025-03-09 13:41:53.082952,,,,19.5,-161.0,,,,,,,,,,,,,,,,,-161.0,,draftkings,,19.5,,19.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds,Russell Westbrook,,,2025-03-09 13:41:53.083010,,,,14.5,-125.0,-105.0,,,,,,,,,,,,,6.78,-108.47,108.47,-125.0,-105.0,draftkings,draftkings,14.5,14.5,14.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_alternate,Russell Westbrook,,,2025-03-09 13:41:53.083072,,,,19.5,-149.0,,,,,,,,,,,,,,,,,-149.0,,draftkings,,19.5,,19.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_assists,Russell Westbrook,,,2025-03-09 13:41:53.083119,,,,20.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,20.5,20.5,20.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_assists_alternate,Russell Westbrook,,,2025-03-09 13:41:53.083167,,,,20.5,-189.0,,,,,,,,,,,,,,,,,-189.0,,draftkings,,20.5,,20.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds,Russell Westbrook,,,2025-03-09 13:41:53.082483,,,,5.5,-110.0,-120.0,5.5,-114.0,-114.0,,,,,,,,,,5.65,101.7,-101.7,-110.0,-114.0,draftkings,fanduel,5.5,5.5,5.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds_alternate,Russell Westbrook,,,2025-03-09 13:41:53.082543,,,,7.5,-125.0,,9.5,-114.0,,,,,,,,,,,,,,-125.0,,draftkings,,7.5,,8.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds_assists,Russell Westbrook,,,2025-03-09 13:41:53.083267,,,,11.5,105.0,-135.0,,,,,,,,,,,,,6.23,117.77,-117.77,105.0,-135.0,draftkings,draftkings,11.5,11.5,11.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_steals_alternate,Russell Westbrook,,,2025-03-09 13:41:53.083334,,,,1.5,295.0,,,,,,,,,,,,,,,,,295.0,,draftkings,,1.5,,1.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes,Russell Westbrook,,,2025-03-09 13:41:53.083376,,,,0.5,-189.0,145.0,,,,,,,,,,,,,6.21,-160.22,160.22,-189.0,145.0,draftkings,draftkings,0.5,0.5,0.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes_alternate,Russell Westbrook,,,2025-03-09 13:41:53.083420,,,,1.5,215.0,,,,,,,,,,,,,,,,,215.0,,draftkings,,1.5,,1.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_assists,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082234,,,,5.5,-135.0,105.0,5.5,-161.0,120.0,,,,,,,,,,2.9,-126.38,126.38,-135.0,120.0,draftkings,fanduel,5.5,5.5,5.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_assists_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082271,,,,7.5,-154.0,,7.5,-1111.0,,,,,,,,,,,,,,-154.0,,draftkings,,7.5,,7.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082369,,,,31.5,-120.0,-110.0,31.5,-130.0,-102.0,,,,,,,,,,5.04,-108.02,108.02,-120.0,-102.0,draftkings,fanduel,31.5,31.5,31.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082413,,,,34.5,650.0,,34.5,410.0,,,,,,,,,,,,,,650.0,,draftkings,,34.5,,34.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_assists,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082865,,,,37.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,37.5,37.5,37.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_assists_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082927,,,,36.5,500.0,,,,,,,,,,,,,,,,,500.0,,draftkings,,36.5,,36.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082973,,,,37.5,-120.0,-110.0,,,,,,,,,,,,,6.93,-104.13,104.13,-120.0,-110.0,draftkings,draftkings,37.5,37.5,37.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.083025,,,,44.5,140.0,,,,,,,,,,,,,,,,,140.0,,draftkings,,44.5,,44.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_assists,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.083088,,,,43.5,-115.0,-115.0,,,,,,,,,,,,,6.98,100.0,100.0,-115.0,-115.0,draftkings,draftkings,43.5,43.5,43.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_points_rebounds_assists_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.083141,,,,42.5,-312.0,,,,,,,,,,,,,,,,,-312.0,,draftkings,,42.5,,42.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082474,,,,6.5,115.0,-147.0,6.5,124.0,-167.0,,,,,,,,,,4.16,133.31,-133.31,124.0,-147.0,fanduel,draftkings,6.5,6.5,6.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082540,,,,7.5,-238.0,,9.5,-204.0,,,,,,,,,,,,,,-238.0,,draftkings,,7.5,,8.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_rebounds_assists,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.083262,,,,11.5,-125.0,-105.0,,,,,,,,,,,,,6.78,-108.47,108.47,-125.0,-105.0,draftkings,draftkings,11.5,11.5,11.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_steals_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.083325,,,,1.5,145.0,,,,,,,,,,,,,,,,,145.0,,draftkings,,1.5,,1.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082616,,,,1.5,130.0,-167.0,1.5,172.0,-233.0,,,,,,,,,,-0.69,170.13,-170.13,172.0,-167.0,fanduel,draftkings,1.5,1.5,1.5,median
basketball_nba,ccd5104e0b087694bcedf880ba209a43,2025-03-09T17:10:00Z,Denver Nuggets,Oklahoma City Thunder,player_threes_alternate,Shai Gilgeous-Alexander,,,2025-03-09 13:41:53.082662,,,,2.5,110.0,,1.5,1280.0,,,,,,,,,,,,,,1280.0,,fanduel,,1.5,,2.0,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_assists,Atin Wright,,,2025-03-09 13:41:56.471075,,,,,,,,,,0.5,-141.0,105.0,,,,,,,7.29,-119.94,119.94,-141.0,105.0,betmgm,betmgm,0.5,0.5,0.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_points,Atin Wright,,,2025-03-09 13:41:56.471140,,,,,,,,,,15.5,-118.0,-110.0,,,,,,,6.51,-103.34,103.34,-118.0,-110.0,betmgm,betmgm,15.5,15.5,15.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_rebounds,Atin Wright,,,2025-03-09 13:41:56.471176,,,,,,,,,,2.5,-135.0,100.0,,,,,,,7.45,-114.89,114.89,-135.0,100.0,betmgm,betmgm,2.5,2.5,2.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_threes,Atin Wright,,,2025-03-09 13:41:56.471214,,,,,,,,,,2.5,115.0,-149.0,,,,,,,6.35,128.65,-128.65,115.0,-149.0,betmgm,betmgm,2.5,2.5,2.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_assists,Brenen Lorient,,,2025-03-09 13:41:56.471028,,,,,,,,,,1.5,-110.0,-118.0,,,,,,,6.51,103.34,-103.34,-110.0,-118.0,betmgm,betmgm,1.5,1.5,1.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_points,Brenen Lorient,,,2025-03-09 13:41:56.471124,,,,,,,,,,12.5,-125.0,-105.0,,,,,,,6.78,-108.47,108.47,-125.0,-105.0,betmgm,betmgm,12.5,12.5,12.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_rebounds,Brenen Lorient,,,2025-03-09 13:41:56.471162,,,,,,,,,,5.5,110.0,-149.0,,,,,,,7.46,125.66,-125.66,110.0,-149.0,betmgm,betmgm,5.5,5.5,5.5,median
basketball_ncaab,1f5a06c676465d1167d9dac0011c7809,2025-03-09T18:00:00Z,North Texas Mean Green,Temple Owls,player_threes,Brenen Lorient,,,2025-03-09 13:41:56.471199,,,,,,,,,,0.5,200.0,-278.0,,,,,,,6.88,220.63,-220.63,200.0,-278.0,betmgm,betmgm,0.5,0.5,0.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points,Daniel Ortiz,,,2025-03-09 13:41:56.328121,,,,,,,10.5,-128.0,100.0,,,,,,,,,,6.14,-112.28,112.28,-128.0,100.0,fanduel,fanduel,10.5,10.5,10.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points_alternate,Daniel Ortiz,,,2025-03-09 13:41:56.328199,,,,,,,9.5,235.0,,,,,,,,,,,,,,235.0,,fanduel,,9.5,,9.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_threes_alternate,Daniel Ortiz,,,2025-03-09 13:41:56.328291,,,,,,,3.5,-118.0,,,,,,,,,,,,,,-118.0,,fanduel,,3.5,,3.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points,Jacari Lane,,,2025-03-09 13:41:56.328145,,,,,,,17.5,-125.0,-102.0,,,,,,,,,,6.05,-110.02,110.02,-125.0,-102.0,fanduel,fanduel,17.5,17.5,17.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points_alternate,Jacari Lane,,,2025-03-09 13:41:56.328172,,,,,,,24.5,-263.0,,,,,,,,,,,,,,-263.0,,fanduel,,24.5,,24.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_threes_alternate,Jacari Lane,,,2025-03-09 13:41:56.328297,,,,,,,2.5,-200.0,,,,,,,,,,,,,,-200.0,,fanduel,,2.5,,2.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points,Taye Fields,,,2025-03-09 13:41:56.328071,,,,,,,12.5,-104.0,-122.0,,,,,,,,,,5.94,107.8,-107.8,-104.0,-122.0,fanduel,fanduel,12.5,12.5,12.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points_alternate,Taye Fields,,,2025-03-09 13:41:56.328187,,,,,,,9.5,156.0,,,,,,,,,,,,,,156.0,,fanduel,,9.5,,9.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_points_rebounds,Taye Fields,,,2025-03-09 13:41:56.328242,,,,,,,20.5,-108.0,-118.0,,,,,,,,,,6.05,104.25,-104.25,-108.0,-118.0,fanduel,fanduel,20.5,20.5,20.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_rebounds,Taye Fields,,,2025-03-09 13:41:56.328261,,,,,,,7.5,-128.0,-102.0,,,,,,,,,,6.64,-111.18,111.18,-128.0,-102.0,fanduel,fanduel,7.5,7.5,7.5,median
basketball_ncaab,54c52eb247814922afe5d2d24434317e,2025-03-09T18:00:00Z,North Alabama Lions,Lipscomb Bisons,player_rebounds_alternate,Taye Fields,,,2025-03-09 13:41:56.328273,,,,,,,9.5,-128.0,,,,,,,,,,,,,,-128.0,,fanduel,,9.5,,9.5,median
basketball_ncaab,b6ed36f83e1aff9e4f62e88da2ee7d41,2025-03-09T18:00:00Z,UAB Blazers,Tulane Green Wave,player_assists,Yaxel Lendeborg,,,2025-03-09 13:41:56.604864,,,,,,,,,,4.5,-154.0,120.0,,,,,,,6.08,-133.39,133.39,-154.0,120.0,betmgm,betmgm,4.5,4.5,4.5,median
basketball_ncaab,b6ed36f83e1aff9e4f62e88da2ee7d41,2025-03-09T18:00:00Z,UAB Blazers,Tulane Green Wave,player_points,Yaxel Lendeborg,,,2025-03-09 13:41:56.604937,,,,,,,,,,16.5,-130.0,100.0,,,,,,,6.52,-113.04,113.04,-130.0,100.0,betmgm,betmgm,16.5,16.5,16.5,median
basketball_ncaab,b6ed36f83e1aff9e4f62e88da2ee7d41,2025-03-09T18:00:00Z,UAB Blazers,Tulane Green Wave,player_rebounds,Yaxel Lendeborg,,,2025-03-09 13:41:56.604961,,,,,,,,,,10.5,-105.0,-125.0,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,betmgm,betmgm,10.5,10.5,10.5,median
basketball_ncaab,b6ed36f83e1aff9e4f62e88da2ee7d41,2025-03-09T18:00:00Z,UAB Blazers,Tulane Green Wave,player_threes,Yaxel Lendeborg,,,2025-03-09 13:41:56.604983,,,,,,,,,,0.5,-135.0,100.0,,,,,,,7.45,-114.89,114.89,-135.0,100.0,betmgm,betmgm,0.5,0.5,0.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_assists,Bennett Stirtz,,,2025-03-09 13:41:56.890256,,,,,,,4.5,-145.0,110.0,4.5,-154.0,115.0,,,,,,,5.7,-127.24,127.24,-145.0,115.0,fanduel,betmgm,4.5,4.5,4.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_assists_alternate,Bennett Stirtz,,,2025-03-09 13:41:56.890308,,,,,,,3.5,-5000.0,,,,,,,,,,,,,,-5000.0,,fanduel,,3.5,,3.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_points,Bennett Stirtz,,,2025-03-09 13:41:56.890401,,,,,,,17.5,-120.0,-106.0,17.5,-115.0,-110.0,,,,,,,4.94,-103.95,103.95,-115.0,-106.0,betmgm,fanduel,17.5,17.5,17.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_points_alternate,Bennett Stirtz,,,2025-03-09 13:41:56.890423,,,,,,,29.5,410.0,,,,,,,,,,,,,,410.0,,fanduel,,29.5,,29.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_points_assists,Bennett Stirtz,,,2025-03-09 13:41:56.890522,,,,,,,22.5,-122.0,-104.0,,,,,,,,,,5.94,-107.8,107.8,-122.0,-104.0,fanduel,fanduel,22.5,22.5,22.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_rebounds,Bennett Stirtz,,,2025-03-09 13:41:56.890888,,,,,,,,,,4.5,-141.0,105.0,,,,,,,7.29,-119.94,119.94,-141.0,105.0,betmgm,betmgm,4.5,4.5,4.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_threes,Bennett Stirtz,,,2025-03-09 13:41:56.890987,,,,,,,,,,1.5,-110.0,-115.0,,,,,,,5.87,102.11,-102.11,-110.0,-115.0,betmgm,betmgm,1.5,1.5,1.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_threes_alternate,Bennett Stirtz,,,2025-03-09 13:41:56.890635,,,,,,,3.5,210.0,,,,,,,,,,,,,,210.0,,fanduel,,3.5,,3.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_assists,Daniel Abreu,,,2025-03-09 13:41:56.890712,,,,,,,,,,0.5,-161.0,125.0,,,,,,,6.13,-138.79,138.79,-161.0,125.0,betmgm,betmgm,0.5,0.5,0.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_points,Daniel Abreu,,,2025-03-09 13:41:56.890356,,,,,,,8.5,-102.0,-125.0,7.5,-130.0,100.0,,,,,,,,,,-130.0,-125.0,betmgm,fanduel,7.5,8.5,8.0,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_points_alternate,Daniel Abreu,,,2025-03-09 13:41:56.890485,,,,,,,14.5,136.0,,,,,,,,,,,,,,136.0,,fanduel,,14.5,,14.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_rebounds,Daniel Abreu,,,2025-03-09 13:41:56.890868,,,,,,,,,,3.5,-105.0,-125.0,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,betmgm,betmgm,3.5,3.5,3.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_threes,Daniel Abreu,,,2025-03-09 13:41:56.890948,,,,,,,,,,1.5,145.0,-189.0,,,,,,,6.21,160.22,-160.22,145.0,-189.0,betmgm,betmgm,1.5,1.5,1.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_threes_alternate,Daniel Abreu,,,2025-03-09 13:41:56.890645,,,,,,,0.5,144.0,,,,,,,,,,,,,,144.0,,fanduel,,0.5,,0.5,median
basketball_ncaab,9d966f69f9a8ec53e71375fc51bbf057,2025-03-09T18:15:00Z,Bradley Braves,Drake Bulldogs,player_assists,Darius Hannah,,,2025-03-09 13:41:56.890728,,,,,,,,,,0.5,-189.0,140.0,,,,,,,7.06,-156.96,156.96,-189.0,140.0,betmgm,betmgm,0.5,0.5,0.5,median
